date,type,location,count
2020-10-12,Student,Avalon Elementary,1
2020-10-12,Employee,Wetherbee Elementary,1
2020-10-12,Employee,Water Spring Elementary,1
2020-10-12,Employee,Avalon Elementary,2
2020-10-11,Student,Meadow Woods Middle,1
2020-10-11,Student,Avalon Middle,1
2020-10-11,Employee,Avalon Elementary,1
2020-10-10,Student,NorthLake Park Community School,1
2020-10-10,Employee,Little River Elementary,1
2020-10-09,Student,Windermere High,1
2020-10-09,Student,West Orange High,1
2020-10-09,Student,Sun Blaze Elementary,1
2020-10-09,Student,Southwest Middle,1
2020-10-09,Student,Palmetto Elementary,1
2020-10-09,Student,Laureate Park Elementary,1
2020-10-09,Student,Freedom Middle,1
2020-10-09,Student,Colonial High 9th Grade Center,1
2020-10-09,Employee,Vista Lakes Elementary,1
2020-10-09,Employee,Innovation Middle,1
2020-10-08,Student,Winter Park 9th Grade Center,1
2020-10-08,Student,Windermere High,1
2020-10-08,Student,Millennia Gardens Elementary,1
2020-10-08,Student,Hidden Oaks Elementary,1
2020-10-08,Student,Freedom High,2
2020-10-08,Student,Edgewater High,1
2020-10-08,Student,Cypress Creek High,1
2020-10-08,Employee,Dr. Phillips High,1
2020-10-07,Student,Winegard Elementary,2
2020-10-07,Student,Windy Ridge School (K-8),1
2020-10-07,Student,Windermere High,1
2020-10-07,Student,Windermere Elementary,1
2020-10-07,Student,Water Spring Elementary,1
2020-10-07,Student,Summerlake Elementary,1
2020-10-07,Student,Orange Technical College - Westside,1
2020-10-07,Student,Keene’s Crossing Elementary,1
2020-10-07,Student,Horizon West Middle,1
2020-10-07,Student,Dr. Phillips High,1
2020-10-07,Employee,Facilities Services,1
2020-10-06,Vendor/Visitor,Lovell Elementary,1
2020-10-06,Student,Windy Ridge School (K-8),1
2020-10-06,Student,Wetherbee Elementary,1
2020-10-06,Student,Ocoee High,1
2020-10-06,Student,Oak Ridge High,1
2020-10-06,Student,Eagle Creek Elementary,1
2020-10-06,Student,Bridgewater Middle,1
2020-10-06,Employee,Wetherbee Elementary,1
2020-10-06,Employee,West Orange High,1
2020-10-06,Employee,Rock Springs Elementary,1
2020-10-06,Employee,Oakshire Elementary,1
2020-10-06,Employee,Jones High,1
2020-10-05,Student,Timber Lakes Elementary,1
2020-10-05,Student,Sunshine Elementary,1
2020-10-05,Student,Innovation Middle,1
2020-10-05,Student,Castleview Elementary,1
2020-10-05,Student,Bay Lake Elementary,1
2020-10-05,Student,Andover Elementary,1
2020-10-05,Employee,Sally Ride Elementary,1
2020-10-05,Employee,Orange Technical College - Orlando,1
2020-10-05,Employee,Liberty Middle,1
2020-10-05,Employee,Cypress Creek High,1
2020-10-05,Employee,Camelot Elementary,1
2020-10-04,Employee,Eagle’s Nest Elementary,1
2020-10-03,Employee,Union Park Middle,1
2020-10-03,Employee,Timber Creek High,1
2020-10-02,Student,Wetherbee Elementary,1
2020-10-02,Student,Waterford Elementary,1
2020-10-02,Student,Water Spring Elementary,2
2020-10-02,Student,University High,1
2020-10-02,Student,SunRidge Middle,1
2020-10-02,Student,Olympia High,1
2020-10-02,Student,Odyssey Middle,1
2020-10-02,Student,Millennia Gardens Elementary,1
2020-10-02,Student,Lake Nona High,1
2020-10-02,Student,Hospital Homebound/Esteem Academy,1
2020-10-02,Student,Hidden Oaks Elementary,2
2020-10-02,Student,Evans High,1
2020-10-02,Student,Acceleration West,1
2020-10-02,Employee,Sally Ride Elementary,1
2020-10-02,Employee,Lockhart Elementary,1
2020-10-02,Employee,Freedom High,1
2020-10-01,Student,Sand Lake Elementary,1
2020-10-01,Student,Ocoee Middle,1
2020-10-01,Student,Ocoee High,1
2020-10-01,Student,Lake Como School (K-8),1
2020-10-01,Employee,Operations,1
2020-09-30,Student,Windy Ridge School (K-8),1
2020-09-30,Student,Olympia High,1
2020-09-30,Student,Horizon West Middle,1
2020-09-30,Student,Chickasaw Elementary,1
2020-09-30,Employee,South Creek Middle,1
2020-09-30,Employee,Lake Como School (K-8),1
2020-09-30,Employee,Cypress Creek High,1
2020-09-29,Student,Freedom High,1
2020-09-29,Student,Edgewater High,1
2020-09-29,Student,Boone High,1
2020-09-29,Student,Azalea Park Elementary,1
2020-09-29,Student,Alternative Education Center - BETA,1
2020-09-29,Employee,Princeton Elementary,1
2020-09-28,Vendor/Visitor,Facilities Services,1
2020-09-28,Student,Windy Ridge School (K-8),1
2020-09-28,Student,Windermere High,1
2020-09-28,Student,Roberto Clemente Middle,1
2020-09-28,Student,Lake Nona High,1
2020-09-28,Student,Independence Elementary,1
2020-09-28,Student,Edgewater High,1
2020-09-28,Student,Dillard St. Elementary,1
2020-09-28,Student,Colonial High,1
2020-09-28,Employee,Orange Technical College - Winter Park,1
2020-09-28,Employee,Colonial High 9th Grade Center,1
2020-09-27,Employee,Corner Lake Middle,1
2020-09-27,Employee,Chickasaw Elementary,1
2020-09-26,Student,Windermere High,1
2020-09-26,Student,Thornebrooke Elementary,1
2020-09-26,Employee,Winegard Elementary,1
2020-09-26,Employee,Edgewater High,1
2020-09-26,Employee,Castleview Elementary,1
2020-09-25,Student,Westpointe Elementary,1
2020-09-25,Student,Wekiva High,1
2020-09-25,Student,Union Park Middle,1
2020-09-25,Student,South Creek Middle,1
2020-09-25,Student,Hunter’s Creek Elementary,1
2020-09-25,Student,Glenridge Middle,1
2020-09-25,Student,Cypress Creek High,1
2020-09-25,Student,Azalea Park Elementary,1
2020-09-24,Student,Wyndham Lakes Elementary,1
2020-09-24,Student,Water Spring Elementary,3
2020-09-24,Student,Sunridge Elementary,1
2020-09-24,Student,Princeton Elementary,1
2020-09-24,Student,Edgewater High,1
2020-09-24,Student,East River High,1
2020-09-24,Student,Colonial High,1
2020-09-24,Student,Chain of Lakes Middle,1
2020-09-24,Student,Avalon Middle,1
2020-09-24,Student,Arbor Ridge School (K-8),2
2020-09-24,Employee,Wolf Lake Middle,1
2020-09-24,Employee,Arbor Ridge School (K-8),1
2020-09-23,Student,West Orange High,1
2020-09-23,Student,Wedgefield School (K-8),3
2020-09-23,Student,Lancaster Elementary,1
2020-09-23,Student,Lake Como School (K-8),1
2020-09-23,Student,Edgewater High,1
2020-09-23,Student,East River High,1
2020-09-23,Employee,Water Spring Elementary,1
2020-09-23,Employee,Rock Springs Elementary,1
2020-09-23,Employee,Operations,1
2020-09-23,Employee,Little River Elementary,1
2020-09-23,Employee,ESE Transition School,1
2020-09-23,Employee,Avalon Middle,1
2020-09-22,Student,Winter Park High,2
2020-09-22,Student,Spring Lake Elementary,1
2020-09-22,Student,Acceleration West,1
2020-09-22,Employee,Westridge Middle,1
2020-09-22,Employee,Orange Technical College - Winter Park,2
2020-09-22,Employee,Cheney Elementary,1
2020-09-21,Student,Wyndham Lakes Elementary,1
2020-09-21,Student,Winter Park High,1
2020-09-21,Student,Windy Ridge School (K-8),1
2020-09-21,Student,West Orange High,1
2020-09-21,Student,Summerlake Elementary,1
2020-09-21,Student,Olympia High,1
2020-09-21,Student,Horizon West Middle,1
2020-09-21,Student,Dr. Phillips High,1
2020-09-21,Student,Boone High,1
2020-09-21,Employee,Timber Lakes Elementary,1
2020-09-21,Employee,Operations,1
2020-09-21,Employee,Meadowbrook Middle,1
2020-09-21,Employee,Lawton Chiles Elementary,1
2020-09-20,Student,Boone High,1
2020-09-20,Employee,Water Spring Elementary,1
2020-09-20,Employee,Meadowbrook Middle,1
2020-09-19,Employee,Westridge Middle,1
2020-09-19,Employee,Teaching and Learning,1
2020-09-19,Employee,Orange Technical College - Winter Park,1
2020-09-18,Student,Windermere High,1
2020-09-18,Student,West Orange High,1
2020-09-18,Student,Timber Creek High,2
2020-09-18,Student,Jones High,1
2020-09-18,Student,East River High,1
2020-09-18,Student,Colonial High,1
2020-09-18,Employee,Zellwood Elementary,1
2020-09-17,Student,Windermere High,1
2020-09-17,Student,West Orange High,5
2020-09-17,Student,Sunridge Elementary,1
2020-09-17,Student,Palm Lake Elementary,1
2020-09-17,Student,Chain of Lakes Middle,1
2020-09-17,Employee,Meadowbrook Middle,1
2020-09-16,Student,West Orange High,2
2020-09-16,Student,Liberty Middle,1
2020-09-16,Student,Cypress Springs Elementary,1
2020-09-16,Student,Avalon Middle,1
2020-09-16,Employee,Zellwood Elementary,1
2020-09-16,Employee,Vista Pointe Elementary,1
2020-09-16,Employee,Dream Lake Elementary,1
2020-09-15,Student,Union Park Elementary,1
2020-09-15,Student,Tildenville Elementary,1
2020-09-15,Student,Sunshine Elementary,1
2020-09-15,Student,Olympia High,1
2020-09-15,Student,Evans High,5
2020-09-15,Employee,Union Park Middle,1
2020-09-15,Employee,Pineloch Elementary,1
2020-09-14,Student,Windermere High,1
2020-09-14,Student,Wetherbee Elementary,1
2020-09-14,Student,Timber Springs Middle,1
2020-09-14,Student,Pinar Elementary,1
2020-09-14,Student,Piedmont Lakes Middle,1
2020-09-14,Student,Boone High,1
2020-09-14,Student,Avalon Middle,2
2020-09-14,Employee,Wetherbee Elementary,1
2020-09-14,Employee,Pineloch Elementary,2
2020-09-14,Employee,Lakemont Elementary,1
2020-09-13,Student,Wetherbee Elementary,1
2020-09-13,Student,West Orange High,2
2020-09-13,Student,Horizon West Middle,1
2020-09-13,Employee,Union Park Elementary,1
2020-09-13,Employee,Baldwin Park Elementary,1
2020-09-12,Vendor/Visitor,Eccleston Elementary,1
2020-09-12,Student,Windermere Elementary,1
