date,type,location,count
2021-01-23,Employee,Palmetto Elementary,1
2021-01-23,Employee,Deerwood Elementary,1
2021-01-22,Student,Windermere High,1
2021-01-22,Student,West Orange High,1
2021-01-22,Student,West Creek Elementary,1
2021-01-22,Student,Timber Lakes Elementary,3
2021-01-22,Student,Sun Blaze Elementary,1
2021-01-22,Student,South Creek Middle,1
2021-01-22,Student,Rock Springs Elementary,1
2021-01-22,Student,Roberto Clemente Middle,1
2021-01-22,Student,Prairie Lake Elementary,1
2021-01-22,Student,Pinar Elementary,1
2021-01-22,Student,Palmetto Elementary,3
2021-01-22,Student,Orange Technical College - Mid Florida,1
2021-01-22,Student,Olympia High,1
2021-01-22,Student,Odyssey Middle,2
2021-01-22,Student,NorthLake Park Community School,1
2021-01-22,Student,Magnolia School,1
2021-01-22,Student,Little River Elementary,1
2021-01-22,Student,Liberty Middle,1
2021-01-22,Student,Legacy Middle,1
2021-01-22,Student,Lawton Chiles Elementary,1
2021-01-22,Student,Laureate Park Elementary,2
2021-01-22,Student,Lake Silver Elementary,1
2021-01-22,Student,Lake Nona High,1
2021-01-22,Student,John Young Elementary,1
2021-01-22,Student,Independence Elementary,1
2021-01-22,Student,Hungerford Elementary,1
2021-01-22,Student,Howard Middle,1
2021-01-22,Student,Eagle Creek Elementary,1
2021-01-22,Student,Dr. Phillips High,10
2021-01-22,Student,Dillard St. Elementary,1
2021-01-22,Student,Cypress Springs Elementary,1
2021-01-22,Student,Boone High,2
2021-01-22,Student,Bonneville Elementary,1
2021-01-22,Student,Baldwin Park Elementary,2
2021-01-22,Employee,Union Park Middle,1
2021-01-22,Employee,Shenandoah Elementary,1
2021-01-22,Employee,Sadler Elementary,1
2021-01-22,Employee,Operations,4
2021-01-22,Employee,Engelwood Elementary,1
2021-01-22,Employee,Cypress Springs Elementary,1
2021-01-22,Employee,Colonial High,1
2021-01-22,Employee,Bridgewater Middle,1
2021-01-22,Employee,Boone High,1
2021-01-22,Employee,Bonneville Elementary,1
2021-01-22,Employee,Apopka Memorial Middle,1
2021-01-21,Student,Wolf Lake Elementary,2
2021-01-21,Student,Windermere High,1
2021-01-21,Student,Wetherbee Elementary,2
2021-01-21,Student,Wekiva High,1
2021-01-21,Student,Waterbridge Elementary,1
2021-01-21,Student,Walker Middle,1
2021-01-21,Student,Ventura Elementary,1
2021-01-21,Student,University High,1
2021-01-21,Student,Union Park Elementary,1
2021-01-21,Student,Timber Creek High,2
2021-01-21,Student,Summerlake Elementary,1
2021-01-21,Student,Stone Lakes Elementary,1
2021-01-21,Student,Southwest Middle,2
2021-01-21,Student,Sally Ride Elementary,1
2021-01-21,Student,Rock Springs Elementary,1
2021-01-21,Student,Rock Lake Elementary,2
2021-01-21,Student,Roberto Clemente Middle,1
2021-01-21,Student,Princeton Elementary,1
2021-01-21,Student,Piedmont Lakes Middle,1
2021-01-21,Student,Orange Technical College - Mid Florida,1
2021-01-21,Student,Orange Center Elementary,1
2021-01-21,Student,Odyssey Middle,1
2021-01-21,Student,NorthLake Park Community School,1
2021-01-21,Student,Moss Park Elementary,2
2021-01-21,Student,Millennia Elementary,2
2021-01-21,Student,Lovell Elementary,1
2021-01-21,Student,Liberty Middle,2
2021-01-21,Student,Legacy Middle,1
2021-01-21,Student,Lancaster Elementary,1
2021-01-21,Student,Lakeville Elementary,1
2021-01-21,Student,Lake Nona High,2
2021-01-21,Student,Horizon West Middle,1
2021-01-21,Student,East River High,2
2021-01-21,Student,Cypress Springs Elementary,1
2021-01-21,Student,Corner Lake Middle,1
2021-01-21,Student,Colonial High 9th Grade Center,2
2021-01-21,Student,Chain of Lakes Middle,1
2021-01-21,Student,Castleview Elementary,1
2021-01-21,Student,Audubon Park School (K-8),1
2021-01-21,Employee,Windermere High,1
2021-01-21,Employee,Westridge Middle,1
2021-01-21,Employee,Walker Middle,1
2021-01-21,Employee,University High,1
2021-01-21,Employee,Thornebrooke Elementary,1
2021-01-21,Employee,Sally Ride Elementary,1
2021-01-21,Employee,Robinswood Middle,1
2021-01-21,Employee,Riverdale Elementary,1
2021-01-21,Employee,Palm Lake Elementary,1
2021-01-21,Employee,Orange Center Elementary,1
2021-01-21,Employee,Operations,2
2021-01-21,Employee,Legacy Middle,1
2021-01-21,Employee,Hiawassee Elementary,1
2021-01-21,Employee,Edgewater High,1
2021-01-21,Employee,Cypress Creek High,1
2021-01-21,Employee,Conway Elementary,2
2021-01-21,Employee,Colonial High 9th Grade Center,1
2021-01-20,Vendor/Visitor,Oak Hill Elementary,1
2021-01-20,Student,Windermere High,1
2021-01-20,Student,Washington Shores Elementary,1
2021-01-20,Student,Union Park Middle,1
2021-01-20,Student,Sun Blaze Elementary,1
2021-01-20,Student,Rock Springs Elementary,2
2021-01-20,Student,Orange Technical College - Winter Park,1
2021-01-20,Student,Orange Technical College - Westside,1
2021-01-20,Student,Olympia High,3
2021-01-20,Student,MetroWest Elementary,1
2021-01-20,Student,McCoy Elementary,1
2021-01-20,Student,Magnolia School,1
2021-01-20,Student,Lockhart Middle,1
2021-01-20,Student,Lake Silver Elementary,1
2021-01-20,Student,John Young Elementary,1
2021-01-20,Student,Innovation Middle,1
2021-01-20,Student,Hungerford Elementary,1
2021-01-20,Student,Horizon West Middle,1
2021-01-20,Student,East River High,2
2021-01-20,Student,Discovery Middle,1
2021-01-20,Student,Cypress Creek High,2
2021-01-20,Student,Colonial High 9th Grade Center,3
2021-01-20,Student,Colonial High,2
2021-01-20,Student,Boone High,3
2021-01-20,Student,Avalon Middle,1
2021-01-20,Student,Avalon Elementary,1
2021-01-20,Employee,Whispering Oak Elementary,1
2021-01-20,Employee,Timber Creek High,1
2021-01-20,Employee,Pine Hills Elementary,1
2021-01-20,Employee,Oak Hill Elementary,2
2021-01-20,Employee,Mollie Ray Elementary,1
2021-01-20,Employee,MetroWest Elementary,1
2021-01-20,Employee,Magnolia School,1
2021-01-20,Employee,Legacy Middle,1
2021-01-20,Employee,Keene’s Crossing Elementary,1
2021-01-20,Employee,Hospital Homebound/Esteem Academy,1
2021-01-20,Employee,Edgewater High,1
2021-01-20,Employee,Cherokee School,1
2021-01-19,Vendor/Visitor,Facilities Services,1
2021-01-19,Student,Zellwood Elementary,1
2021-01-19,Student,Winter Park High,4
2021-01-19,Student,Windy Ridge School (K-8),3
2021-01-19,Student,Windermere High,3
2021-01-19,Student,Wetherbee Elementary,1
2021-01-19,Student,Wedgefield School (K-8),1
2021-01-19,Student,Vista Lakes Elementary,1
2021-01-19,Student,University High,5
2021-01-19,Student,Sunridge Elementary,1
2021-01-19,Student,Sun Blaze Elementary,1
2021-01-19,Student,Southwood Elementary,1
2021-01-19,Student,South Creek Middle,1
2021-01-19,Student,Rosemont Elementary,1
2021-01-19,Student,Rock Springs Elementary,1
2021-01-19,Student,Roberto Clemente Middle,1
2021-01-19,Student,Riverside Elementary,1
2021-01-19,Student,Prairie Lake Elementary,1
2021-01-19,Student,Palm Lake Elementary,1
2021-01-19,Student,Orange Technical College - Mid Florida,1
2021-01-19,Student,Olympia High,1
2021-01-19,Student,Odyssey Middle,1
2021-01-19,Student,Ocoee High,2
2021-01-19,Student,Ocoee Elementary,2
2021-01-19,Student,Oakshire Elementary,1
2021-01-19,Student,OCPS Academic Center for Excellence,1
2021-01-19,Student,Millennia Gardens Elementary,1
2021-01-19,Student,Millennia Elementary,1
2021-01-19,Student,Meadow Woods Middle,1
2021-01-19,Student,Meadow Woods Elementary,1
2021-01-19,Student,McCoy Elementary,1
2021-01-19,Student,Maitland Middle,1
2021-01-19,Student,Liberty Middle,1
2021-01-19,Student,Lawton Chiles Elementary,1
2021-01-19,Student,Lake Nona Middle,2
2021-01-19,Student,Lake Nona High,1
2021-01-19,Student,Lake Gem Elementary,1
2021-01-19,Student,Horizon West Middle,1
2021-01-19,Student,Hiawassee Elementary,1
2021-01-19,Student,Glenridge Middle,1
2021-01-19,Student,Edgewater High,1
2021-01-19,Student,East River High,5
2021-01-19,Student,Eagle Creek Elementary,2
2021-01-19,Student,Dr. Phillips Elementary,1
2021-01-19,Student,Deerwood Elementary,1
2021-01-19,Student,Corner Lake Middle,1
2021-01-19,Student,Conway Middle,2
2021-01-19,Student,Colonial High 9th Grade Center,1
2021-01-19,Student,Colonial High,1
2021-01-19,Student,Chickasaw Elementary,1
2021-01-19,Student,Castleview Elementary,3
2021-01-19,Student,Camelot Elementary,1
2021-01-19,Student,Boone High,3
2021-01-19,Student,Baldwin Park Elementary,2
2021-01-19,Student,Avalon Middle,3
2021-01-19,Student,Apopka Memorial Middle,1
2021-01-19,Student,Apopka High,2
2021-01-19,Student,Apopka Elementary,1
2021-01-19,Student,Andover Elementary,2
2021-01-19,Student,Aloma Elementary,1
2021-01-19,Employee,Winter Park High,1
2021-01-19,Employee,Windermere High,1
2021-01-19,Employee,Windermere Elementary,1
2021-01-19,Employee,Westbrooke Elementary,1
2021-01-19,Employee,West Orange High,1
2021-01-19,Employee,Walker Middle,1
2021-01-19,Employee,Vista Pointe Elementary,1
2021-01-19,Employee,Vista Lakes Elementary,1
2021-01-19,Employee,Ventura Elementary,1
2021-01-19,Employee,Union Park Elementary,1
2021-01-19,Employee,Timber Lakes Elementary,1
2021-01-19,Employee,Sunrise Elementary,1
2021-01-19,Employee,Shenandoah Elementary,1
2021-01-19,Employee,Sally Ride Elementary,1
2021-01-19,Employee,Sadler Elementary,1
2021-01-19,Employee,Riverdale Elementary,2
2021-01-19,Employee,Palmetto Elementary,2
2021-01-19,Employee,Palm Lake Elementary,1
2021-01-19,Employee,Orange Technical College - Mid Florida,1
2021-01-19,Employee,Operations,1
2021-01-19,Employee,Memorial Middle,1
2021-01-19,Employee,Innovation Middle,1
2021-01-19,Employee,Frangus Elementary,1
2021-01-19,Employee,Edgewater High,1
2021-01-19,Employee,Dr. Phillips High,2
2021-01-19,Employee,Deerwood Elementary,1
2021-01-19,Employee,Brookshire Elementary,1
2021-01-19,Employee,Baldwin Park Elementary,1
2021-01-19,Employee,Arbor Ridge School (K-8),1
2021-01-19,Employee,Apopka Memorial Middle,1
2021-01-19,Employee,Apopka High,2
2021-01-19,Employee,Andover Elementary,1
2021-01-18,Student,Wolf Lake Elementary,1
2021-01-18,Student,Maxey Elementary,1
2021-01-18,Student,Little River Elementary,1
2021-01-18,Student,Glenridge Middle,1
2021-01-18,Student,Gateway School,1
2021-01-18,Student,Dr. Phillips Elementary,1
2021-01-18,Student,Cypress Creek High,1
2021-01-18,Student,Boone High,3
2021-01-18,Employee,Union Park Elementary,2
2021-01-18,Employee,Timber Lakes Elementary,2
2021-01-18,Employee,Thornebrooke Elementary,1
2021-01-18,Employee,Pineloch Elementary,3
2021-01-18,Employee,Piedmont Lakes Middle,1
2021-01-18,Employee,Odyssey Middle,1
2021-01-18,Employee,Lawton Chiles Elementary,1
2021-01-18,Employee,Freedom Middle,1
2021-01-18,Employee,East River High,2
2021-01-18,Employee,Carver Middle,1
2021-01-17,Employee,Westpointe Elementary,1
2021-01-17,Employee,Sunset Park Elementary,1
2021-01-17,Employee,East River High,1
2021-01-16,Employee,Rolling Hills Elementary,1
2021-01-16,Employee,Prairie Lake Elementary,1
2021-01-16,Employee,Pineloch Elementary,1
2021-01-16,Employee,Oak Ridge High,1
2021-01-16,Employee,East River High,1
2021-01-15,Vendor/Visitor,Freedom High,1
2021-01-15,Student,Wolf Lake Elementary,1
2021-01-15,Student,Whispering Oak Elementary,1
2021-01-15,Student,Westridge Middle,1
2021-01-15,Student,Wedgefield School (K-8),2
2021-01-15,Student,Ventura Elementary,1
2021-01-15,Student,Timber Creek High,1
2021-01-15,Student,Tildenville Elementary,1
2021-01-15,Student,Thornebrooke Elementary,1
2021-01-15,Student,Shingle Creek Elementary,3
2021-01-15,Student,Rock Springs Elementary,1
2021-01-15,Student,Orange Technical College - Winter Park,1
2021-01-15,Student,Orange Technical College - Westside,1
2021-01-15,Student,Olympia High,2
2021-01-15,Student,Odyssey Middle,1
2021-01-15,Student,OCPS Academic Center for Excellence,1
2021-01-15,Student,Millennia Elementary,3
2021-01-15,Student,Memorial Middle,1
2021-01-15,Student,Liberty Middle,1
2021-01-15,Student,Lake Nona Middle,1
2021-01-15,Student,Jones High,1
2021-01-15,Student,Horizon West Middle,1
2021-01-15,Student,Glenridge Middle,3
2021-01-15,Student,Freedom High,1
2021-01-15,Student,Edgewater High,1
2021-01-15,Student,East River High,2
2021-01-15,Student,Eagle’s Nest Elementary,2
2021-01-15,Student,Dr. Phillips High,11
2021-01-15,Student,Dommerich Elementary,1
2021-01-15,Student,Cypress Creek High,3
2021-01-15,Student,Corner Lake Middle,1
2021-01-15,Student,Citrus Elementary,1
2021-01-15,Student,Chickasaw Elementary,1
2021-01-15,Student,Chain of Lakes Middle,1
2021-01-15,Student,Arbor Ridge School (K-8),1
2021-01-15,Employee,Wolf Lake Middle,1
2021-01-15,Employee,Timber Creek High,1
2021-01-15,Employee,Teaching and Learning,1
2021-01-15,Employee,Stone Lakes Elementary,1
2021-01-15,Employee,Rock Springs Elementary,1
2021-01-15,Employee,Meadowbrook Middle,1
2021-01-15,Employee,Meadow Woods Middle,1
2021-01-15,Employee,Magnolia School,2
2021-01-15,Employee,Lake Gem Elementary,1
2021-01-15,Employee,Hunter’s Creek Middle,1
2021-01-15,Employee,Freedom High,1
2021-01-15,Employee,Facilities Services,2
2021-01-15,Employee,Dr. Phillips High,1
2021-01-15,Employee,Cypress Creek High,1
2021-01-15,Employee,Colonial High,1
2021-01-15,Employee,Apopka High,1
2021-01-14,Vendor/Visitor,Teaching and Learning,1
2021-01-14,Vendor/Visitor,Maxey Elementary,1
2021-01-14,Student,Wolf Lake Middle,1
2021-01-14,Student,Winegard Elementary,1
2021-01-14,Student,Westridge Middle,1
2021-01-14,Student,West Orange High,1
2021-01-14,Student,Vista Lakes Elementary,1
2021-01-14,Student,University High,1
2021-01-14,Student,Timber Springs Middle,2
2021-01-14,Student,Timber Creek High,1
2021-01-14,Student,Sunset Park Elementary,1
2021-01-14,Student,Sun Blaze Elementary,2
2021-01-14,Student,Sand Lake Elementary,1
2021-01-14,Student,Rosemont Elementary,1
2021-01-14,Student,Ocoee High,2
2021-01-14,Student,Meadow Woods Middle,1
2021-01-14,Student,Lockhart Middle,1
2021-01-14,Student,Lawton Chiles Elementary,1
2021-01-14,Student,Lakeview Middle,2
2021-01-14,Student,Lake Weston Elementary,1
2021-01-14,Student,Hunter’s Creek Middle,2
2021-01-14,Student,Horizon West Middle,1
2021-01-14,Student,Gotha Middle,1
2021-01-14,Student,Freedom Middle,1
2021-01-14,Student,Edgewater High,1
2021-01-14,Student,East River High,3
2021-01-14,Student,Eagle Creek Elementary,2
2021-01-14,Student,Discovery Middle,1
2021-01-14,Student,Cypress Creek High,2
2021-01-14,Student,Castleview Elementary,2
2021-01-14,Student,Castle Creek Elementary,2
2021-01-14,Student,Boone High,1
2021-01-14,Student,Avalon Middle,1
2021-01-14,Student,Arbor Ridge School (K-8),1
2021-01-14,Student,Apopka High,3
2021-01-14,Student,Aloma Elementary,1
2021-01-14,Employee,Winter Park High,1
2021-01-14,Employee,Wetherbee Elementary,1
2021-01-14,Employee,West Orange High,1
2021-01-14,Employee,Teaching and Learning,2
2021-01-14,Employee,Southwest Middle,1
2021-01-14,Employee,Orange Technical College - Winter Park,1
2021-01-14,Employee,Operations,2
2021-01-14,Employee,Olympia High,1
2021-01-14,Employee,Oak Hill Elementary,1
2021-01-14,Employee,Millennia Elementary,1
2021-01-14,Employee,Laureate Park Elementary,1
2021-01-14,Employee,Lakemont Elementary,1
2021-01-14,Employee,John Young Elementary,1
2021-01-14,Employee,Ivey Lane Elementary,1
2021-01-14,Employee,Deerwood Elementary,1
2021-01-14,Employee,Colonial High,1
2021-01-14,Employee,College Park Middle,1
2021-01-13,Student,Winter Park High,1
2021-01-13,Student,Winegard Elementary,1
2021-01-13,Student,Windy Ridge School (K-8),1
2021-01-13,Student,Windermere High,2
2021-01-13,Student,Whispering Oak Elementary,1
2021-01-13,Student,Vista Pointe Elementary,2
2021-01-13,Student,University High,1
2021-01-13,Student,Timber Springs Middle,1
2021-01-13,Student,Timber Creek High,1
2021-01-13,Student,Sunridge Elementary,1
2021-01-13,Student,Summerlake Elementary,2
2021-01-13,Student,Shingle Creek Elementary,1
2021-01-13,Student,Roberto Clemente Middle,2
2021-01-13,Student,Riverside Elementary,1
2021-01-13,Student,Pinar Elementary,1
2021-01-13,Student,Orange Technical College - Orlando,1
2021-01-13,Student,Mollie Ray Elementary,1
2021-01-13,Student,Meadow Woods Elementary,1
2021-01-13,Student,Lockhart Middle,1
2021-01-13,Student,Lakeview Middle,2
2021-01-13,Student,Lake Nona Middle,2
2021-01-13,Student,Lake Nona High,3
2021-01-13,Student,Hunter’s Creek Elementary,2
2021-01-13,Student,Horizon West Middle,2
2021-01-13,Student,Frangus Elementary,1
2021-01-13,Student,East River High,1
2021-01-13,Student,Eagle Creek Elementary,1
2021-01-13,Student,Corner Lake Middle,1
2021-01-13,Student,Colonial High 9th Grade Center,1
2021-01-13,Student,Chain of Lakes Middle,1
2021-01-13,Student,Castle Creek Elementary,1
2021-01-13,Student,Camelot Elementary,1
2021-01-13,Student,Boone High,4
2021-01-13,Student,Avalon Elementary,1
2021-01-13,Student,Apopka High,1
2021-01-13,Student,Andover Elementary,2
2021-01-13,Employee,Wolf Lake Elementary,3
2021-01-13,Employee,Union Park Middle,1
2021-01-13,Employee,Sun Blaze Elementary,1
2021-01-13,Employee,Palm Lake Elementary,1
2021-01-13,Employee,Operations,2
2021-01-13,Employee,Facilities Services,2
2021-01-13,Employee,Dream Lake Elementary,1
2021-01-13,Employee,Dr. Phillips High,2
2021-01-13,Employee,Curriculum & Digital Learning,1
2021-01-12,Vendor/Visitor,Windermere High,1
2021-01-12,Student,Wyndham Lakes Elementary,3
2021-01-12,Student,Winter Park High,1
2021-01-12,Student,Windy Ridge School (K-8),1
2021-01-12,Student,Windermere High,5
2021-01-12,Student,Whispering Oak Elementary,1
2021-01-12,Student,Westridge Middle,1
2021-01-12,Student,Waterford Elementary,1
2021-01-12,Student,Timber Springs Middle,1
2021-01-12,Student,Timber Creek High,3
2021-01-12,Student,Sunshine Elementary,1
2021-01-12,Student,Spring Lake Elementary,1
2021-01-12,Student,Southwest Middle,1
2021-01-12,Student,Sand Lake Elementary,1
2021-01-12,Student,Roberto Clemente Middle,2
2021-01-12,Student,Pershing School (K-8),1
2021-01-12,Student,Orange Technical College - Mid Florida,1
2021-01-12,Student,Orange Center Elementary,1
2021-01-12,Student,Olympia High,3
2021-01-12,Student,Oakshire Elementary,1
2021-01-12,Student,Meadow Woods Elementary,1
2021-01-12,Student,Lakemont Elementary,1
2021-01-12,Student,Lake Nona Middle,1
2021-01-12,Student,Lake Nona High,2
2021-01-12,Student,Lake George Elementary,1
2021-01-12,Student,Innovation Middle,1
2021-01-12,Student,Hillcrest Elementary,2
2021-01-12,Student,Gotha Middle,1
2021-01-12,Student,Freedom Middle,1
2021-01-12,Student,Edgewater High,1
2021-01-12,Student,Cypress Creek High,5
2021-01-12,Student,Colonial High 9th Grade Center,1
2021-01-12,Student,College Park Middle,1
2021-01-12,Student,Citrus Elementary,1
2021-01-12,Student,Chain of Lakes Middle,1
2021-01-12,Student,Boone High,1
2021-01-12,Student,Azalea Park Elementary,1
2021-01-12,Student,Apopka High,1
2021-01-12,Student,Acceleration East,1
2021-01-12,Employee,Timber Creek High,1
2021-01-12,Employee,Sun Blaze Elementary,1
2021-01-12,Employee,Spring Lake Elementary,1
2021-01-12,Employee,Southwest Middle,1
2021-01-12,Employee,South Creek Middle,1
2021-01-12,Employee,Shingle Creek Elementary,1
2021-01-12,Employee,Roberto Clemente Middle,1
2021-01-12,Employee,Pershing School (K-8),1
2021-01-12,Employee,Palm Lake Elementary,1
2021-01-12,Employee,Operations,1
2021-01-12,Employee,Ocoee High,1
2021-01-12,Employee,Oakshire Elementary,1
2021-01-12,Employee,Lake Silver Elementary,1
2021-01-12,Employee,Horizon West Middle,1
2021-01-12,Employee,Gateway School,1
2021-01-12,Employee,Facilities Services,1
2021-01-12,Employee,Eccleston Elementary,2
2021-01-12,Employee,Curriculum & Digital Learning,1
2021-01-12,Employee,Conway Middle,1
2021-01-12,Employee,Audubon Park School (K-8),1
2021-01-12,Employee,Acceleration East,1
2021-01-11,Student,Winter Park High,2
2021-01-11,Student,Windy Ridge School (K-8),1
2021-01-11,Student,Windermere High,5
2021-01-11,Student,Whispering Oak Elementary,2
2021-01-11,Student,Westpointe Elementary,2
2021-01-11,Student,University High,1
2021-01-11,Student,Timber Springs Middle,1
2021-01-11,Student,Timber Creek High,2
2021-01-11,Student,SunRidge Middle,2
2021-01-11,Student,Sun Blaze Elementary,3
2021-01-11,Student,Summerlake Elementary,1
2021-01-11,Student,Southwood Elementary,1
2021-01-11,Student,Rolling Hills Elementary,3
2021-01-11,Student,Rock Springs Elementary,2
2021-01-11,Student,Riverdale Elementary,1
2021-01-11,Student,Palm Lake Elementary,1
2021-01-11,Student,Orange Technical College - Winter Park,1
2021-01-11,Student,Orange Technical College - Westside,1
2021-01-11,Student,Olympia High,1
2021-01-11,Student,Ocoee Middle,1
2021-01-11,Student,Oak Hill Elementary,1
2021-01-11,Student,Moss Park Elementary,1
2021-01-11,Student,Memorial Middle,1
2021-01-11,Student,Maxey Elementary,1
2021-01-11,Student,Laureate Park Elementary,1
2021-01-11,Student,Lake Nona Middle,1
2021-01-11,Student,Lake Nona High,1
2021-01-11,Student,Horizon West Middle,1
2021-01-11,Student,Hillcrest Elementary,1
2021-01-11,Student,Hiawassee Elementary,1
2021-01-11,Student,Gotha Middle,1
2021-01-11,Student,Glenridge Middle,1
2021-01-11,Student,Freedom Middle,1
2021-01-11,Student,Freedom High,1
2021-01-11,Student,Endeavor Elementary,1
2021-01-11,Student,Edgewater High,3
2021-01-11,Student,Eagle Creek Elementary,1
2021-01-11,Student,Conway Middle,1
2021-01-11,Student,Citrus Elementary,1
2021-01-11,Student,Chickasaw Elementary,1
2021-01-11,Student,Camelot Elementary,1
2021-01-11,Student,Bridgewater Middle,2
2021-01-11,Student,Boone High,1
2021-01-11,Student,Avalon Middle,2
2021-01-11,Student,Arbor Ridge School (K-8),1
2021-01-11,Student,Apopka Memorial Middle,2
2021-01-11,Student,Apopka High,2
2021-01-11,Student,Apopka Elementary,1
2021-01-11,Student,Andover Elementary,1
2021-01-11,Employee,Zellwood Elementary,1
2021-01-11,Employee,Windy Ridge School (K-8),1
2021-01-11,Employee,Westridge Middle,2
2021-01-11,Employee,Ventura Elementary,1
2021-01-11,Employee,Three Points Elementary,1
2021-01-11,Employee,Teaching and Learning,1
2021-01-11,Employee,Sunset Park Elementary,1
2021-01-11,Employee,Shingle Creek Elementary,1
2021-01-11,Employee,Rock Springs Elementary,1
2021-01-11,Employee,Piedmont Lakes Middle,1
2021-01-11,Employee,Pershing School (K-8),1
2021-01-11,Employee,Palmetto Elementary,1
2021-01-11,Employee,Operations,3
2021-01-11,Employee,Olympia High,1
2021-01-11,Employee,Ocoee Middle,1
2021-01-11,Employee,Oak Ridge High,3
2021-01-11,Employee,Moss Park Elementary,1
2021-01-11,Employee,Millennia Gardens Elementary,2
2021-01-11,Employee,Lawton Chiles Elementary,1
2021-01-11,Employee,Lakeview Middle,1
2021-01-11,Employee,Human Resources,1
2021-01-11,Employee,Hiawassee Elementary,1
2021-01-11,Employee,Gotha Middle,1
2021-01-11,Employee,Glenridge Middle,1
2021-01-11,Employee,Gateway School,1
2021-01-11,Employee,Fiscal Services,1
2021-01-11,Employee,Facilities Services,1
2021-01-11,Employee,Evans High,1
2021-01-11,Employee,East River High,1
2021-01-11,Employee,Eagle Creek Elementary,1
2021-01-11,Employee,Dream Lake Elementary,1
2021-01-11,Employee,Dr. Phillips High,2
2021-01-11,Employee,Cypress Springs Elementary,1
2021-01-11,Employee,Corner Lake Middle,1
2021-01-11,Employee,Conway Elementary,1
2021-01-11,Employee,Colonial High 9th Grade Center,1
2021-01-11,Employee,Citrus Elementary,1
2021-01-11,Employee,Chickasaw Elementary,1
2021-01-11,Employee,Apopka High,2
2021-01-10,Student,Wolf Lake Middle,1
2021-01-10,Student,Ocoee High,1
2021-01-10,Student,Mollie Ray Elementary,1
2021-01-10,Student,Legacy Middle,1
2021-01-10,Student,Innovation Middle,1
2021-01-10,Student,Endeavor Elementary,1
2021-01-10,Student,Boone High,1
2021-01-10,Student,Blankner School (K-8),1
2021-01-10,Student,Arbor Ridge School (K-8),1
2021-01-10,Employee,Wyndham Lakes Elementary,1
2021-01-10,Employee,Glenridge Middle,1
2021-01-09,Employee,Lake Nona High,1
2021-01-09,Employee,Facilities Services,1
2021-01-08,Student,Wyndham Lakes Elementary,1
2021-01-08,Student,Wolf Lake Middle,1
2021-01-08,Student,Windermere High,1
2021-01-08,Student,Westpointe Elementary,1
2021-01-08,Student,West Orange High,2
2021-01-08,Student,West Creek Elementary,1
2021-01-08,Student,Vista Lakes Elementary,1
2021-01-08,Student,University High,1
2021-01-08,Student,Timber Creek High,2
2021-01-08,Student,Sunset Park Elementary,1
2021-01-08,Student,Sand Lake Elementary,1
2021-01-08,Student,Prairie Lake Elementary,1
2021-01-08,Student,Piedmont Lakes Middle,1
2021-01-08,Student,Orange Technical College - Westside,1
2021-01-08,Student,Orange Technical College - Orlando,1
2021-01-08,Student,Orange Technical College - Mid Florida,1
2021-01-08,Student,Ocoee High,2
2021-01-08,Student,Oakshire Elementary,1
2021-01-08,Student,NorthLake Park Community School,1
2021-01-08,Student,Millennia Elementary,1
2021-01-08,Student,MetroWest Elementary,1
2021-01-08,Student,Lake George Elementary,2
2021-01-08,Student,Jones High,1
2021-01-08,Student,Independence Elementary,1
2021-01-08,Student,Horizon West Middle,1
2021-01-08,Student,Gateway School,1
2021-01-08,Student,Freedom Middle,1
2021-01-08,Student,Freedom High,2
2021-01-08,Student,Dr. Phillips Elementary,1
2021-01-08,Student,Dover Shores Elementary,1
2021-01-08,Student,Discovery Middle,1
2021-01-08,Student,Cypress Creek High,3
2021-01-08,Student,Boone High,3
2021-01-08,Student,Blankner School (K-8),1
2021-01-08,Student,Bay Lake Elementary,1
2021-01-08,Employee,Wolf Lake Elementary,1
2021-01-08,Employee,Vista Lakes Elementary,1
2021-01-08,Employee,Timber Creek High,1
2021-01-08,Employee,Teaching and Learning,2
2021-01-08,Employee,Palmetto Elementary,1
2021-01-08,Employee,Operations,2
2021-01-08,Employee,OCPS Academic Center for Excellence,1
2021-01-08,Employee,MetroWest Elementary,1
2021-01-08,Employee,Meadow Woods Middle,1
2021-01-08,Employee,Lake George Elementary,1
2021-01-08,Employee,Fiscal Services,1
2021-01-08,Employee,Facilities Services,1
2021-01-08,Employee,Evans High,1
2021-01-08,Employee,Endeavor Elementary,1
2021-01-08,Employee,Eagle’s Nest Elementary,1
2021-01-08,Employee,Dr. Phillips High,1
2021-01-08,Employee,Communications Division,1
2021-01-08,Employee,Cherokee School,1
2021-01-08,Employee,Cheney Elementary,1
2021-01-08,Employee,Castle Creek Elementary,1
2021-01-08,Employee,Boone High,1
2021-01-08,Employee,Bay Meadows Elementary,1
2021-01-08,Employee,Andover Elementary,1
2021-01-07,Student,Wyndham Lakes Elementary,3
2021-01-07,Student,Windermere High,2
2021-01-07,Student,Wekiva High,1
2021-01-07,Student,Vista Lakes Elementary,1
2021-01-07,Student,University High,2
2021-01-07,Student,Timber Springs Middle,2
2021-01-07,Student,Timber Creek High,2
2021-01-07,Student,Three Points Elementary,1
2021-01-07,Student,Sunset Park Elementary,2
2021-01-07,Student,SunRidge Middle,1
2021-01-07,Student,Southwest Middle,1
2021-01-07,Student,Shingle Creek Elementary,2
2021-01-07,Student,Piedmont Lakes Middle,1
